from,to,knowledge_begin_date,knowledge_end_date,operation_code
10069185:5,10069185:5,2013-05-05 06:08:40.917,,N
10069194:5,10069194:5,2013-05-05 06:08:40.917,,N
10069198:5,10069198:5,2013-05-05 06:08:40.917,,N
10069200:5,10069200:5,2013-05-05 06:08:40.917,,N
10069203:5,10069203:5,2013-05-05 06:08:40.917,,N
10069204:5,10069204:5,2013-05-05 06:08:40.917,,N
10069205:5,10069205:5,2013-05-05 06:08:40.917,,N
10069216:5,10069216:5,2013-05-05 06:08:40.917,,N
10069221:5,10069221:5,2013-05-05 06:08:40.917,,N
10069222:5,10069222:5,2013-05-05 06:08:40.917,,N
10069224:5,10069224:5,2013-05-05 06:08:40.917,,N
10069232:5,10069232:5,2013-05-05 06:08:40.917,,N
10069233:5,10069233:5,2013-05-05 06:08:40.917,,N
10069234:5,10069234:5,2013-05-05 06:08:40.917,,N
10069239:5,10069239:5,2013-05-05 06:08:40.917,,N
10069244:5,10069244:5,2013-05-05 06:08:40.917,,N
10069249:5,10069249:5,2013-05-05 06:08:40.917,,N
10069250:5,10069250:5,2013-05-05 06:08:40.917,,N
10069257:5,10069257:5,2013-05-05 06:08:40.917,,N
10069259:5,10069259:5,2013-05-05 06:08:40.917,,N
10069264:5,10069264:5,2013-05-05 06:08:40.917,,N
10069273:5,10069273:5,2013-05-05 06:08:40.917,,N
10069284:5,10069284:5,2013-05-05 06:08:40.917,,N
10069286:5,10069286:5,2013-05-05 06:08:40.917,,N
10069291:5,10069291:5,2013-05-05 06:08:40.917,,N
10069294:5,10069294:5,2013-05-05 06:08:40.917,,N
10069295:5,10069295:5,2013-05-05 06:08:40.917,,N
10069300:5,10069300:5,2013-05-05 06:08:40.917,,N
10069303:5,10069303:5,2013-05-05 06:08:40.917,,N
10069315:5,10069315:5,2013-05-05 06:08:40.917,,N
10069321:5,10069321:5,2013-05-05 06:08:40.917,,N
10069322:5,10069322:5,2013-05-05 06:08:40.917,,N
10069323:5,10069323:5,2013-05-05 06:08:40.917,,N
10069326:5,10069326:5,2013-05-05 06:08:40.917,,N
10069335:5,10069335:5,2013-05-05 06:08:40.917,,N
10069339:5,10069339:5,2013-05-05 06:08:40.917,,N
10069342:5,10069342:5,2013-05-05 06:08:40.917,,N
10069345:5,10069345:5,2013-05-05 06:08:40.917,,N
10069346:5,10069346:5,2013-05-05 06:08:40.917,,N
10069347:5,10069347:5,2013-05-05 06:08:40.917,,N
10069348:5,10069347:5,2015-06-17 08:02:08.177,,N
10069355:5,10069355:5,2013-05-05 06:08:40.917,,N
10069357:5,10069357:5,2013-05-05 06:08:40.917,,N
10069359:5,10069359:5,2013-05-05 06:08:40.917,,N
10069360:5,10069360:5,2013-05-05 06:08:40.917,,N
10069365:5,10069365:5,2013-05-05 06:08:40.917,,N
10069370:5,10069370:5,2013-05-05 06:08:40.917,,N
10069373:5,10069373:5,2013-05-05 06:08:40.917,,N
10069388:5,10069388:5,2013-05-05 06:08:40.917,,N
10069390:5,10069390:5,2013-05-05 06:08:40.917,,N
10069392:5,10069392:5,2013-05-05 06:08:40.917,,N
10069394:5,10069394:5,2013-05-05 06:08:40.917,,N
10069395:5,10069395:5,2013-05-05 06:08:40.917,,N
10069400:5,10069400:5,2013-05-05 06:08:40.917,,N
10069401:5,10069401:5,2013-05-05 06:08:40.917,,N
10069410:5,10069410:5,2013-05-05 06:08:40.917,,N
10069418:5,10069418:5,2013-05-05 06:08:40.917,,N
10069420:5,10069928:5,2013-05-05 06:08:40.917,,N
10069424:5,10069424:5,2013-05-05 06:08:40.917,,N
10069425:5,10069425:5,2013-05-05 06:08:40.917,,N
10069426:5,10069426:5,2013-05-05 06:08:40.917,,N
10069428:5,10069428:5,2013-05-05 06:08:40.917,,N
10069429:5,10069429:5,2013-05-05 06:08:40.917,,N
10069433:5,10069433:5,2013-05-05 06:08:40.917,,N
10069434:5,10069434:5,2013-05-05 06:08:40.917,,N
10069449:5,10069449:5,2013-05-05 06:08:40.917,,N
10069455:5,10069455:5,2013-05-05 06:08:40.917,,N
10069456:5,10069456:5,2013-05-05 06:08:40.917,,N
10069458:5,10069458:5,2013-05-05 06:08:40.917,,N
10069459:5,10069459:5,2013-05-05 06:08:40.917,,N
10069463:5,10069463:5,2013-05-05 06:08:40.917,,N
10069488:5,10069488:5,2013-05-05 06:08:40.917,,N
10069491:5,10069491:5,2018-06-20 09:53:16.167,,N
10069499:5,10069499:5,2013-05-05 06:08:40.917,,N
10069502:5,10008757:5,2013-05-05 06:08:40.917,,N
10069503:5,10008762:5,2013-05-05 06:08:40.917,,N
10069508:5,10069508:5,2013-05-05 06:08:40.917,,N
10069511:5,10069511:5,2013-05-05 06:08:40.917,,N
10069518:5,10069518:5,2013-05-05 06:08:40.917,,N
10069525:5,10077495:5,2013-05-05 06:08:40.917,,N
10069530:5,10069530:5,2013-05-05 06:08:40.917,,N
10069533:5,10069533:5,2013-05-05 06:08:40.917,,N
10069535:5,10069535:5,2013-05-05 06:08:40.917,,N
10069537:5,10069537:5,2013-05-05 06:08:40.917,,N
10069541:5,10069541:5,2013-05-05 06:08:40.917,,N
10069545:5,10069545:5,2013-05-05 06:08:40.917,,N
10069555:5,10069555:5,2013-05-05 06:08:40.917,,N
10069558:5,10069558:5,2013-05-05 06:08:40.917,,N
10069560:5,10069560:5,2013-05-05 06:08:40.917,,N
10069566:5,10069566:5,2013-05-05 06:08:40.917,,N
10069571:5,10069571:5,2013-05-05 06:08:40.917,,N
10069575:5,10069575:5,2013-05-05 06:08:40.917,,N
10069578:5,10069578:5,2013-05-05 06:08:40.917,,N
10069580:5,10069580:5,2013-05-05 06:08:40.917,,N
10069584:5,10069584:5,2013-05-05 06:08:40.917,,N
10069588:5,10069588:5,2013-05-05 06:08:40.917,,N
10069592:5,10069592:5,2013-05-05 06:08:40.917,,N
10069593:5,10069593:5,2013-05-05 06:08:40.917,,N
10069594:5,10069594:5,2013-05-05 06:08:40.917,,N
10069599:5,10069599:5,2013-05-05 06:08:40.917,,N
10069603:5,10069603:5,2013-05-05 06:08:40.917,,N
10069604:5,10069604:5,2013-05-05 06:08:40.917,,N
10069605:5,10069605:5,2013-05-05 06:08:40.917,,N
10069606:5,10069606:5,2013-05-05 06:08:40.917,,N
10069608:5,10069608:5,2013-05-05 06:08:40.917,,N
10069609:5,10069609:5,2013-05-05 06:08:40.917,,N
10069621:5,10069621:5,2013-05-05 06:08:40.917,,N
10069623:5,10069623:5,2013-05-05 06:08:40.917,,N
10069624:5,10069624:5,2013-05-05 06:08:40.917,,N
10069630:5,10069630:5,2013-05-05 06:08:40.917,,N
10069632:5,10069632:5,2013-05-05 06:08:40.917,,N
10069634:5,10069634:5,2013-05-05 06:08:40.917,,N
10069636:5,10069636:5,2019-06-26 07:48:44.417,,N
10069641:5,10069641:5,2013-05-05 06:08:40.917,,N
10069652:5,10069652:5,2014-06-17 07:43:45.583,,N
10069665:5,10069665:5,2013-05-05 06:08:40.917,,N
10069666:5,10069666:5,2013-05-05 06:08:40.917,,N
10069669:5,10069669:5,2013-05-05 06:08:40.917,,N
10069675:5,10069675:5,2013-05-05 06:08:40.917,,N
10069683:5,10069683:5,2013-05-05 06:08:40.917,,N
10069689:5,10069689:5,2013-05-05 06:08:40.917,,N
10069697:5,10069697:5,2013-05-05 06:08:40.917,,N
10069699:5,10069699:5,2013-05-05 06:08:40.917,,N
10069700:5,10069700:5,2013-05-05 06:08:40.917,,N
10069703:5,10069703:5,2013-05-05 06:08:40.917,,N
10069707:5,10069707:5,2013-05-05 06:08:40.917,,N
10069710:5,10069710:5,2013-05-05 06:08:40.917,,N
10069712:5,10069712:5,2013-05-05 06:08:40.917,,N
10069719:5,10069719:5,2013-05-05 06:08:40.917,,N
10069720:5,10069720:5,2013-05-05 06:08:40.917,2013-07-15 13:31:27.433,N
10069720:5,10069720:5,2013-07-16 09:15:27.943,,A
10069720:5,10076315:5,2013-07-15 13:31:27.433,2013-07-16 09:15:27.943,A
10069722:5,10069722:5,2013-05-05 06:08:40.917,,N
10069723:5,10069723:5,2013-05-05 06:08:40.917,,N
10069727:5,10069727:5,2013-05-05 06:08:40.917,,N
10069729:5,10069729:5,2013-05-05 06:08:40.917,,N
10069731:5,10069731:5,2013-05-05 06:08:40.917,,N
10069742:5,10069742:5,2013-05-05 06:08:40.917,,N
10069747:5,10069747:5,2020-06-23 08:54:40.217,,N
10069754:5,10069754:5,2013-05-05 06:08:40.917,,N
10069759:5,10069759:5,2013-05-05 06:08:40.917,,N
10069762:5,10069762:5,2013-05-05 06:08:40.917,,N
10069763:5,10069763:5,2013-05-05 06:08:40.917,,N
10069764:5,10069764:5,2013-05-05 06:08:40.917,,N
10069765:5,10069765:5,2013-05-05 06:08:40.917,,N
10069777:5,10069777:5,2013-05-05 06:08:40.917,,N
10069780:5,10069780:5,2013-05-05 06:08:40.917,,N
10069781:5,10069781:5,2013-05-05 06:08:40.917,,N
10069786:5,10069786:5,2013-05-05 06:08:40.917,,N
10069787:5,10069787:5,2015-06-17 08:02:08.177,,N
10069801:5,10069801:5,2013-05-05 06:08:40.917,,N
10069802:5,10069802:5,2013-05-05 06:08:40.917,,N
10069810:5,10069810:5,2013-05-05 06:08:40.917,,N
10069811:5,10069811:5,2013-05-05 06:08:40.917,,N
10069815:5,10069815:5,2013-05-05 06:08:40.917,,N
10069835:5,10069835:5,2013-05-05 06:08:40.917,,N
10069836:5,10069836:5,2013-05-05 06:08:40.917,,N
10069837:5,10069837:5,2013-05-05 06:08:40.917,,N
10069842:5,10069842:5,2013-05-05 06:08:40.917,,N
10069846:5,10069846:5,2013-05-05 06:08:40.917,,N
10069853:5,10069853:5,2013-05-05 06:08:40.917,2017-01-08 13:17:40.403,N
10069853:5,10096801:5,2017-01-08 13:17:40.403,,A
10069854:5,10069854:5,2013-05-05 06:08:40.917,,N
10069860:5,10069860:5,2013-05-05 06:08:40.917,,N
10069874:5,10069874:5,2013-05-05 06:08:40.917,,N
10069875:5,10069875:5,2013-05-05 06:08:40.917,,N
10069887:5,10069887:5,2013-05-05 06:08:40.917,,N
10069889:5,10069889:5,2013-05-05 06:08:40.917,,N
10069898:5,10069898:5,2013-05-05 06:08:40.917,,N
10069901:5,10069901:5,2013-05-05 06:08:40.917,,N
10069903:5,10069903:5,2013-05-05 06:08:40.917,,N
10069904:5,10069904:5,2013-05-05 06:08:40.917,,N
10069905:5,10069905:5,2013-05-05 06:08:40.917,,N
10069906:5,10069906:5,2013-05-05 06:08:40.917,,N
10069919:5,10069919:5,2013-05-05 06:08:40.917,,N
10069924:5,10069924:5,2013-05-05 06:08:40.917,,N
10069928:5,10069928:5,2013-05-05 06:08:40.917,,N
10069930:5,10069930:5,2013-05-05 06:08:40.917,,N
10069932:5,10069932:5,2013-05-05 06:08:40.917,,N
10069942:5,10069942:5,2013-05-05 06:08:40.917,,N
10069943:5,10069943:5,2013-05-05 06:08:40.917,,N
10069947:5,10069947:5,2013-05-05 06:08:40.917,,N
10069949:5,10069949:5,2013-05-05 06:08:40.917,,N
10069950:5,10069950:5,2013-05-05 06:08:40.917,,N
10069957:5,10069957:5,2013-05-05 06:08:40.917,,N
10069964:5,10069964:5,2013-05-05 06:08:40.917,,N
10069972:5,10069972:5,2013-05-05 06:08:40.917,,N
10069975:5,10069975:5,2013-05-05 06:08:40.917,,N
10069980:5,10069980:5,2013-05-05 06:08:40.917,,N
10069981:5,10069981:5,2013-05-05 06:08:40.917,,N
10069985:5,10069985:5,2013-05-05 06:08:40.917,,N
10069991:5,10069991:5,2013-05-05 06:08:40.917,,N
10069997:5,10069997:5,2013-05-05 06:08:40.917,,N
10069998:5,10069998:5,2013-05-05 06:08:40.917,,N
10069999:5,10069999:5,2013-05-05 06:08:40.917,,N
10070004:5,10070004:5,2013-05-05 06:08:40.917,,N
10070005:5,10070005:5,2013-05-05 06:08:40.917,,N
10070007:5,10086757:5,2013-05-05 06:08:40.917,,N
10070009:5,10070009:5,2013-05-05 06:08:40.917,,N
10070011:5,10070011:5,2013-05-05 06:08:40.917,,N
10070016:5,10070016:5,2013-05-05 06:08:40.917,,N
10070017:5,10070017:5,2013-05-05 06:08:40.917,,N
10070028:5,10070028:5,2013-05-05 06:08:40.917,,N
10070050:5,10070050:5,2013-05-05 06:08:40.917,,N
10070052:5,10070052:5,2013-05-05 06:08:40.917,,N
10070069:5,10070069:5,2013-05-05 06:08:40.917,,N
10070070:5,10070069:5,2015-04-13 06:39:38.267,,A
10070070:5,10070070:5,2013-05-05 06:08:40.917,2015-04-13 06:39:38.267,N
10070076:5,10070076:5,2013-05-05 06:08:40.917,,N
10070077:5,10070077:5,2013-05-05 06:08:40.917,,N
10070085:5,10070085:5,2013-05-05 06:08:40.917,,N
10070092:5,10070092:5,2013-05-05 06:08:40.917,,N
10070095:5,10070095:5,2013-05-05 06:08:40.917,,N
10070097:5,10070097:5,2013-05-05 06:08:40.917,,N
10070117:5,10070117:5,2013-05-05 06:08:40.917,,N
10070122:5,10070122:5,2013-05-05 06:08:40.917,,N
10070125:5,10070125:5,2013-05-05 06:08:40.917,,N
10070127:5,10070127:5,2013-05-05 06:08:40.917,,N
10070129:5,10070129:5,2013-05-05 06:08:40.917,,N
10070130:5,10070130:5,2013-05-05 06:08:40.917,,N
10070133:5,10070133:5,2013-05-05 06:08:40.917,,N
10070138:5,10070138:5,2013-05-05 06:08:40.917,,N
10070139:5,10070139:5,2013-05-05 06:08:40.917,,N
10070148:5,10070148:5,2013-05-05 06:08:40.917,,N
10070149:5,10070149:5,2013-05-05 06:08:40.917,,N
10070155:5,10070155:5,2013-05-05 06:08:40.917,,N
10070161:5,10070161:5,2013-05-05 06:08:40.917,,N
10070166:5,10070166:5,2013-05-05 06:08:40.917,,N
10070168:5,10070168:5,2013-05-05 06:08:40.917,,N
10070170:5,10070170:5,2013-05-05 06:08:40.917,,N
10070171:5,10070171:5,2013-05-05 06:08:40.917,,N
10070172:5,10070172:5,2013-05-05 06:08:40.917,,N
10070178:5,10070178:5,2013-05-05 06:08:40.917,,N
10070179:5,10070179:5,2013-05-05 06:08:40.917,,N
10070181:5,10070181:5,2013-05-05 06:08:40.917,,N
10070183:5,10070183:5,2013-05-05 06:08:40.917,,N
10070186:5,10070186:5,2013-05-05 06:08:40.917,,N
10070190:5,10070190:5,2013-05-05 06:08:40.917,,N
10070192:5,10070192:5,2013-05-05 06:08:40.917,,N
10070197:5,10070197:5,2013-05-05 06:08:40.917,,N
10070200:5,10070200:5,2013-05-05 06:08:40.917,,N
10070202:5,10070202:5,2013-05-05 06:08:40.917,,N
10070209:5,52190000:5,2013-05-05 06:08:40.917,,N
10070217:5,10070217:5,2013-05-05 06:08:40.917,,N
10070221:5,10070221:5,2013-05-05 06:08:40.917,,N
10070225:5,10070225:5,2013-05-05 06:08:40.917,,N
10070226:5,10070226:5,2013-05-05 06:08:40.917,,N
10070228:5,10070228:5,2013-05-05 06:08:40.917,,N
10070229:5,10070229:5,2013-05-05 06:08:40.917,,N
10070288:5,10070288:5,2013-05-05 06:08:40.917,,N
10070292:5,10070292:5,2013-05-05 06:08:40.917,,N
10070293:5,10070293:5,2013-05-05 06:08:40.917,,N
10070294:5,10070294:5,2013-05-05 06:08:40.917,,N
10070296:5,10070296:5,2013-05-05 06:08:40.917,,N
10070303:5,10070303:5,2013-05-05 06:08:40.917,,N
10070312:5,10070312:5,2013-05-05 06:08:40.917,,N
10070321:5,10070321:5,2013-05-05 06:08:40.917,,N
10070322:5,10070322:5,2013-05-05 06:08:40.917,,N
10070329:5,10009365:5,2013-05-05 06:08:40.917,2021-07-03 03:43:17.157,N
10070329:5,10070329:5,2021-07-03 03:43:17.157,,A
10070336:5,10070336:5,2013-05-05 06:08:40.917,,N
10070337:5,10070337:5,2013-05-05 06:08:40.917,,N
10070339:5,10070339:5,2013-05-05 06:08:40.917,,N
10070340:5,10070340:5,2013-05-05 06:08:40.917,,N
10070341:5,10070341:5,2013-05-05 06:08:40.917,,N
10070346:5,10070346:5,2013-05-05 06:08:40.917,,N
10070347:5,10070347:5,2013-05-05 06:08:40.917,,N
10070349:5,10070349:5,2013-05-05 06:08:40.917,,N
10070350:5,10070350:5,2013-05-05 06:08:40.917,,N
10070356:5,10070356:5,2013-05-05 06:08:40.917,,N
10070357:5,10070358:5,2019-06-26 07:48:44.417,,N
10070358:5,10070358:5,2013-05-05 06:08:40.917,,N
10070365:5,10070365:5,2013-05-05 06:08:40.917,,N
10070367:5,10070367:5,2013-05-05 06:08:40.917,,N
10070372:5,10070372:5,2013-05-05 06:08:40.917,,N
10070379:5,10070379:5,2013-05-05 06:08:40.917,,N
10070385:5,10070385:5,2013-05-05 06:08:40.917,,N
10070400:5,10070400:5,2013-05-05 06:08:40.917,,N
10070406:5,10070406:5,2018-12-04 08:52:39.520,,N
10070415:5,10070415:5,2013-05-05 06:08:40.917,,N
10070418:5,10070418:5,2013-05-05 06:08:40.917,,N
10070420:5,10070420:5,2013-05-05 06:08:40.917,,N
10070422:5,10070422:5,2013-05-05 06:08:40.917,,N
10070423:5,10070423:5,2013-05-05 06:08:40.917,,N
10070426:5,10070426:5,2013-05-05 06:08:40.917,,N
10070429:5,10070429:5,2013-05-05 06:08:40.917,,N
10070433:5,10070433:5,2013-05-05 06:08:40.917,,N
10070436:5,10070436:5,2013-05-05 06:08:40.917,,N
10070439:5,10070439:5,2013-05-05 06:08:40.917,,N
10070444:5,10070444:5,2013-05-05 06:08:40.917,,N
10070449:5,10070449:5,2013-05-05 06:08:40.917,,N
10070456:5,10070456:5,2013-05-05 06:08:40.917,,N
10070458:5,10070458:5,2013-05-05 06:08:40.917,,N
10070464:5,10070464:5,2013-05-05 06:08:40.917,,N
10070465:5,10070465:5,2013-05-05 06:08:40.917,,N
10070467:5,10070467:5,2013-05-05 06:08:40.917,,N
10070469:5,10070469:5,2013-05-05 06:08:40.917,,N
10070476:5,10070476:5,2013-05-05 06:08:40.917,,N
10070478:5,10070478:5,2013-05-05 06:08:40.917,,N
10070489:5,10070489:5,2013-05-05 06:08:40.917,,N
10070490:5,10070490:5,2013-05-05 06:08:40.917,,N
10070494:5,10070494:5,2013-05-05 06:08:40.917,,N
10070500:5,10070500:5,2013-05-05 06:08:40.917,,N
10070507:5,10070507:5,2013-05-05 06:08:40.917,,N
10070519:5,10070519:5,2013-05-05 06:08:40.917,,N
10070521:5,10070521:5,2013-05-05 06:08:40.917,,N
10070530:5,10070530:5,2013-05-05 06:08:40.917,,N
10070532:5,10070532:5,2013-05-05 06:08:40.917,,N
10070541:5,10070541:5,2013-05-05 06:08:40.917,,N
10070544:5,10070544:5,2021-06-22 16:22:13.663,,N
10070547:5,10070547:5,2013-05-05 06:08:40.917,,N
10070562:5,10070562:5,2013-05-05 06:08:40.917,,N
10070570:5,10070570:5,2013-05-05 06:08:40.917,,N
10070575:5,10070575:5,2013-05-05 06:08:40.917,,N
10070577:5,10070577:5,2013-05-05 06:08:40.917,,N
10070582:5,10070582:5,2013-05-05 06:08:40.917,,N
10070586:5,10070586:5,2013-05-05 06:08:40.917,,N
10070587:5,10070587:5,2013-05-05 06:08:40.917,,N
10070589:5,55236589:5,2013-05-05 06:08:40.917,,N
10070590:5,10070590:5,2013-05-05 06:08:40.917,,N
10070594:5,10070594:5,2013-05-05 06:08:40.917,,N
10070600:5,10070600:5,2013-05-05 06:08:40.917,,N
10070605:5,10070605:5,2013-05-05 06:08:40.917,,N
10070606:5,10070606:5,2013-05-05 06:08:40.917,,N
10070610:5,10070610:5,2013-05-05 06:08:40.917,,N
10070632:5,10070632:5,2013-05-05 06:08:40.917,,N
10070638:5,10070638:5,2013-05-05 06:08:40.917,,N
10070641:5,10070641:5,2013-05-05 06:08:40.917,,N
10070642:5,10070642:5,2013-05-05 06:08:40.917,,N
10070646:5,10070646:5,2013-05-05 06:08:40.917,,N
10070648:5,10070648:5,2013-05-05 06:08:40.917,,N
10070651:5,10070651:5,2013-05-05 06:08:40.917,,N
10070653:5,10070653:5,2013-05-05 06:08:40.917,,N
10070661:5,10070661:5,2013-05-05 06:08:40.917,,N
10070662:5,10070662:5,2013-05-05 06:08:40.917,,N
10070668:5,10070668:5,2013-05-05 06:08:40.917,,N
10070669:5,10070669:5,2013-05-05 06:08:40.917,,N
10070670:5,10070670:5,2013-05-05 06:08:40.917,,N
10070673:5,10070673:5,2013-05-05 06:08:40.917,,N
10070677:5,10070677:5,2013-05-05 06:08:40.917,,N
10070680:5,10070680:5,2022-03-31 08:11:02.390,,N
10070684:5,10070684:5,2013-05-05 06:08:40.917,,N
10070687:5,10070687:5,2013-05-05 06:08:40.917,,N
10070690:5,10070690:5,2013-05-05 06:08:40.917,,N
10070691:5,10070691:5,2013-05-05 06:08:40.917,,N
10070695:5,10070695:5,2013-05-05 06:08:40.917,,N
10070702:5,10070702:5,2013-05-05 06:08:40.917,,N
10070710:5,10070710:5,2013-05-05 06:08:40.917,,N
10070723:5,10070723:5,2013-05-05 06:08:40.917,,N
10070724:5,10070724:5,2013-05-05 06:08:40.917,,N
10070727:5,10070727:5,2013-05-05 06:08:40.917,,N
10070728:5,10070728:5,2017-04-01 02:17:18.503,2021-12-01 11:31:00.397,A
10070728:5,10087153:5,2013-05-05 06:08:40.917,2017-04-01 02:17:18.503,N
10070728:5,10087153:5,2021-12-01 11:31:00.397,,A
10070729:5,10070729:5,2013-05-05 06:08:40.917,,N
10070731:5,10070731:5,2013-05-05 06:08:40.917,,N
10070738:5,10070738:5,2013-05-05 06:08:40.917,,N
10070741:5,10070741:5,2013-05-05 06:08:40.917,,N
10070743:5,10070743:5,2013-05-05 06:08:40.917,,N
10070744:5,10070744:5,2013-05-05 06:08:40.917,,N
10070746:5,10070746:5,2013-05-05 06:08:40.917,,N
10070747:5,10070747:5,2013-05-05 06:08:40.917,,N
10070748:5,10070748:5,2013-05-05 06:08:40.917,,N
10070750:5,10070750:5,2013-05-05 06:08:40.917,,N
10070756:5,10070756:5,2013-05-05 06:08:40.917,,N
10070758:5,10070758:5,2013-05-05 06:08:40.917,,N
10070759:5,10070759:5,2013-05-05 06:08:40.917,,N
10070760:5,10070760:5,2013-05-05 06:08:40.917,,N
10070793:5,10070793:5,2013-05-05 06:08:40.917,,N
10070795:5,10070795:5,2013-05-05 06:08:40.917,,N
10070797:5,10070797:5,2013-05-05 06:08:40.917,,N
10070809:5,10070809:5,2013-05-05 06:08:40.917,,N
10070811:5,10070811:5,2013-05-05 06:08:40.917,,N
10070812:5,10070812:5,2013-05-05 06:08:40.917,,N
10070826:5,10070826:5,2013-05-05 06:08:40.917,,N
10070831:5,10070831:5,2013-05-05 06:08:40.917,,N
10070836:5,10070836:5,2013-05-05 06:08:40.917,,N
10070838:5,10070838:5,2013-05-05 06:08:40.917,,N
10070841:5,10070841:5,2013-05-05 06:08:40.917,,N
10070845:5,10070845:5,2013-05-05 06:08:40.917,,N
10070856:5,10070856:5,2013-05-05 06:08:40.917,,N
10070878:5,10070878:5,2013-05-05 06:08:40.917,,N
10070879:5,10070879:5,2013-05-05 06:08:40.917,,N
10070883:5,10070883:5,2013-05-05 06:08:40.917,,N
10070885:5,10070885:5,2013-05-05 06:08:40.917,2017-01-08 14:21:15.670,N
10070885:5,70019315:5,2017-01-08 14:21:15.670,,A
10070889:5,10070889:5,2013-05-05 06:08:40.917,,N
10070891:5,10070891:5,2013-05-05 06:08:40.917,,N
10070904:5,10070904:5,2013-05-05 06:08:40.917,,N
10070906:5,10070906:5,2013-05-05 06:08:40.917,,N
10070915:5,10070915:5,2013-05-05 06:08:40.917,,N
10070919:5,10070919:5,2013-05-05 06:08:40.917,,N
10070922:5,10070922:5,2013-05-05 06:08:40.917,,N
10070928:5,10070928:5,2013-05-05 06:08:40.917,,N
10070932:5,10070932:5,2013-05-05 06:08:40.917,,N
10070940:5,10070940:5,2013-05-05 06:08:40.917,,N
10070941:5,10070941:5,2013-05-05 06:08:40.917,,N
10070948:5,10070948:5,2013-05-05 06:08:40.917,,N
10070950:5,10070950:5,2013-05-05 06:08:40.917,,N
10070959:5,10070959:5,2013-05-05 06:08:40.917,,N
10070973:5,10070973:5,2013-05-05 06:08:40.917,,N
10070974:5,10070974:5,2013-05-05 06:08:40.917,,N
10070975:5,10070975:5,2013-05-05 06:08:40.917,,N
10070981:5,10070981:5,2013-05-05 06:08:40.917,,N
10070982:5,10070982:5,2013-05-05 06:08:40.917,,N
10070986:5,10070986:5,2013-05-05 06:08:40.917,,N
10070992:5,10070992:5,2013-05-05 06:08:40.917,,N
10070997:5,10070997:5,2013-05-05 06:08:40.917,,N
10071000:5,10071000:5,2013-05-05 06:08:40.917,,N
10071005:5,10071005:5,2013-05-05 06:08:40.917,,N
10071006:5,10071006:5,2013-05-05 06:08:40.917,,N
10071010:5,10071010:5,2013-05-05 06:08:40.917,,N
10071011:5,10071011:5,2013-05-05 06:08:40.917,2022-06-29 06:27:28.637,N
10071011:5,110055149:5,2022-06-29 06:27:28.637,,A
10071013:5,10071013:5,2013-05-05 06:08:40.917,,N
10071015:5,10071015:5,2013-05-05 06:08:40.917,,N
10071019:5,10071019:5,2013-05-05 06:08:40.917,,N
10071021:5,10071021:5,2013-05-05 06:08:40.917,,N
10071028:5,10071028:5,2013-05-05 06:08:40.917,,N
10071029:5,10071029:5,2013-05-05 06:08:40.917,,N
10071030:5,10071030:5,2013-05-05 06:08:40.917,,N
10071039:5,10071039:5,2013-05-05 06:08:40.917,,N
10071051:5,10071051:5,2013-05-05 06:08:40.917,,N
10071056:5,10071056:5,2013-05-05 06:08:40.917,,N
10071062:5,10071062:5,2013-05-05 06:08:40.917,,N
10071063:5,10071063:5,2013-05-05 06:08:40.917,,N
10071069:5,10071069:5,2013-05-05 06:08:40.917,,N
10071075:5,10071075:5,2013-05-05 06:08:40.917,,N
10071080:5,10071080:5,2013-05-05 06:08:40.917,,N
10071101:5,10071101:5,2013-05-05 06:08:40.917,,N
10071102:5,10071102:5,2013-05-05 06:08:40.917,,N
